,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,ONEOFFPURCHASES_TOTAL,TOTAL_OWED,PCT_PAID,Segment
27,0.0066002770551495,1.0,0.0047569748266552,0.0,0.010368,0.0,1.0,0.0,1.0,0.0,0.0,0.0335195530726257,0.0317195325542571,0.0040962921428948,0.0021562383476421,0.0145063314092296,0.0047034401164246,0.0,1
28,0.3756134755087659,1.0,0.0078926059098805,0.005018246496366,0.0081111111111111,0.0474391674857294,0.67,0.17,0.42,0.5533333333333332,0.1300813008130081,0.0223463687150838,0.3489148580968281,0.0315734083469173,0.0215800521973279,0.0194517815588262,0.0528895066589727,0.0,1
29,0.001158422403028,1.0,0.0020391695930449,0.0,0.0044444444444444,0.0,0.42,0.0,0.42,0.0,0.0,0.0139664804469273,0.2287145242070117,0.0031696630303374,0.0020898824846828,0.0145063314092296,0.0020162209003878,0.0009074410163339,0
30,0.637301411426897,1.0,0.0619501761536653,0.0248569413352142,0.0899915555555555,0.0675385751511385,1.0,0.17,1.0,0.3333333333333333,0.0813008130081301,0.1787709497206704,0.4323873121869783,0.0834029290943402,0.0430857648874351,0.0390026897156154,0.1254409979164373,0.0,1
31,0.061033527033882,1.0,0.0274820925224262,0.009813241743077,0.0421204444444444,0.0037299619557457,1.0,0.08,1.0,0.1133333333333333,0.016260162601626,0.1256983240223463,0.1986644407345576,0.0127362214194065,0.0033616377516958,0.0241772190153827,0.0307177302836782,0.0,1
32,0.3535561887377817,1.0,0.0066262815925996,0.0079720322610322,0.0,0.0252354774497684,0.08,0.08,0.0,0.1133333333333333,0.024390243902439,0.0083798882681564,0.3489148580968281,0.0339130482785596,0.0328081971347616,0.0223627187282782,0.0305352622921931,0.0009074410163339,0
33,0.0065987016847011,1.0,0.012985228051551,0.0156224355239351,0.0,0.0,0.92,0.92,0.0,0.0,0.0,0.0307262569832402,0.0383973288814691,0.0083485339938818,0.0025691628991936,0.0299021427060352,0.0128390930715794,0.0,4
34,0.1846911801310078,0.73,0.0111599673488164,0.0,0.0243235555555555,0.0,1.0,0.0,1.0,0.0,0.0,0.0391061452513966,0.3656093489148581,0.1722270328074023,0.2337841387499785,0.0145063314092296,0.0110343737436423,0.013611615245009,1
35,0.086978828071421,1.0,0.0,0.0,0.0,0.0021057673969248,0.0,0.0,0.0,0.0533333333333333,0.008130081300813,0.0,0.0584307178631051,0.0069300028311476,0.0083052149818712,0.0145063314092296,0.0020013008657249,0.0027223230490018,0
36,0.3900134116537504,1.0,0.0,0.0,0.0,0.1882457616816947,0.0,0.0,0.0,0.4866666666666666,0.0894308943089431,0.0,0.2988313856427379,0.0322616769069041,0.0260036455152009,0.0145063314092296,0.1789069421308309,0.0,0
37,0.2125426794110635,1.0,0.0485434517472318,0.0402875279830721,0.0328168888888888,0.036015283891431,0.75,0.5,0.75,0.22,0.056910569105691,0.1145251396648044,0.1652754590984975,0.031897531381182,0.0201703500278315,0.0542094351597207,0.0822257223817053,0.0,3
38,0.3292219665454332,1.0,0.0041599059698117,0.0050047532889693,0.0,0.0620677379929783,0.08,0.08,0.0,0.22,0.0975609756097561,0.0055865921787709,0.2988313856427379,0.0243902583284241,0.0268225580093555,0.0194384840883677,0.0631016655194369,0.0,0
39,0.0741264308302097,0.45,0.0196420971880463,0.0236312674415038,0.0,0.1309725374072839,0.08,0.08,0.0,0.22,0.048780487804878,0.0167597765363128,0.2487479131886477,0.3957116393291363,0.0094226634196356,0.0377947958536069,0.143896072683957,0.0018148820326678,2
40,0.034839317465502,0.73,0.0,0.0,0.0,0.0664668104030764,0.0,0.0,0.0,0.1666666666666666,0.024390243902439,0.0,0.0584307178631051,0.0604686614034133,0.003708206440288,0.0145063314092296,0.06316941054169,0.0,0
41,0.041216417040467,0.91,0.0311297590904651,0.0192903799564537,0.0329017777777777,0.0464265916459629,0.58,0.42,0.33,0.1666666666666666,0.0894308943089431,0.0754189944134078,0.0984974958263773,0.0248870892568592,0.004752755044387,0.0335168787210251,0.0749028080714968,0.0,4
42,0.2155479611030534,1.0,0.0041562354645442,0.0050003373301849,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0027932960893854,0.1485809682804674,0.0171185856564122,0.0235747853479448,0.0194341321889449,0.0041094614391704,0.0036297640653357,0
43,0.0714556527967551,1.0,0.0,0.0,0.0,0.0314314317712058,0.0,0.0,0.0,0.0533333333333333,0.008130081300813,0.0,0.0484140233722871,0.0074581814253054,0.0042058099727757,0.0145063314092296,0.0298721272380556,0.0,0
44,0.2791530178321432,1.0,0.031106308640145,0.011525652427244,0.0469173333333333,0.0,1.0,0.33,1.0,0.0,0.0,0.0558659217877095,0.2821368948247079,0.0281998869118172,0.0172591992195398,0.0258647889026564,0.0307562401028756,0.0,1
45,0.1177489636688067,1.0,0.0089111711216064,0.0023797111226961,0.0151111111111111,0.0039172874253694,0.33,0.08,0.33,0.1133333333333333,0.016260162601626,0.0139664804469273,0.0784641068447412,0.0,0.0,0.0168515216537217,0.0125338372272607,0.0,0
46,0.0249144836408281,0.5,0.0022377847114075,0.0,0.0048773333333333,0.021504454760899,0.38,0.0,0.25,0.0866666666666666,0.008130081300813,0.0083798882681564,0.0550918196994991,0.0034701274489624,0.0019265449758599,0.0145063314092296,0.0226502255949565,0.0,2
47,0.2053290581280188,1.0,0.0,0.0,0.0,0.0420234884499952,0.0,0.0,0.0,0.3333333333333333,0.056910569105691,0.0,0.1385642737896494,0.0,0.0,0.0145063314092296,0.0399387149495118,0.0,0
48,0.0120710134988242,1.0,0.0487483882913329,0.0344182280965377,0.0438964444444444,0.0,1.0,0.67,1.0,0.0,0.0,0.2430167597765363,0.1085141903171953,0.0501552793806489,0.002299027788448,0.0484252772824805,0.0481997768446707,0.0009074410163339,3
49,0.0453606915666218,1.0,0.0103487856847031,0.012450550461529,0.0,0.0147463118839659,0.17,0.17,0.0,0.0533333333333333,0.016260162601626,0.0083798882681564,0.1318864774624374,0.0115901586467902,0.0037490408174937,0.0267762700595364,0.0242470725480636,0.0,0
50,0.2589557184371905,1.0,0.0183814825456259,0.0158501027323745,0.0113488888888888,0.1809748604128246,0.63,0.38,0.25,0.5866666666666667,0.3008130081300813,0.0251396648044692,0.3989983305509182,0.1599578718917507,0.0132504936444302,0.0301265072984979,0.1901713666792075,0.0,4
51,0.0566550474344042,1.0,0.0633743321974479,0.05450617927566,0.0393826666666666,0.0,0.67,0.58,0.5,0.0,0.0,0.0502793296089385,0.0818030050083472,0.0275983666091762,0.0173081481204211,0.0682218259844661,0.0626611212527022,0.0,4
52,0.0822175334529914,1.0,0.0,0.0,0.0,0.0068175439318534,0.0,0.0,0.0,0.1666666666666666,0.024390243902439,0.0,0.1151919866444073,0.0136397833817152,0.0076103761723032,0.0145063314092296,0.0064793274854862,0.0018148820326678,0
53,0.0244009128746624,0.89,0.0403596524194645,0.0485564108068324,0.0,0.0420319743149838,0.67,0.67,0.0,0.0733333333333333,0.008130081300813,0.0307262569832402,0.0984974958263773,0.0613162313087078,0.0017334978400315,0.0623583668288555,0.0798522271377687,0.0,4
54,0.0003497322395361,0.64,0.0063214257384393,0.0,0.0137777777777777,0.0,0.67,0.0,0.67,0.0,0.0,0.0223463687150838,0.0317195325542571,0.0082217632450788,0.0038553149017599,0.0145063314092296,0.0062502847912021,0.0009074410163339,1
55,0.0688962009416514,1.0,0.0261808984051042,0.0314980526848416,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0167597765363128,0.1986644407345576,0.0,0.0,0.0455474629030795,0.0258862601400789,0.0,0
56,0.1903688152269006,1.0,0.0063881065841319,0.0076854856021343,0.0,0.0141813654223489,0.25,0.25,0.0,0.2799999999999999,0.040650406504065,0.0111731843575419,0.1318864774624374,0.0,0.0,0.0220803288101786,0.0197940470674671,0.0,0
57,0.1253117920679047,1.0,0.1063961205206326,0.1174912447483823,0.0190457777777777,0.0,0.92,0.92,0.5,0.0,0.0,0.1173184357541899,0.2487479131886477,0.1119590753266663,0.0171649660413728,0.130293209223609,0.1051987449428139,0.0009074410163339,3
58,0.2085338867434677,1.0,0.0,0.0,0.0,0.0047643888978579,0.0,0.0,0.0,0.12,0.024390243902439,0.0,0.1318864774624374,0.0150811845395678,0.0209434547270437,0.0145063314092296,0.0045280288980909,0.0027223230490018,0
59,0.2884975902083375,1.0,0.0046696983680729,0.0,0.0101777777777777,0.0205907392482499,0.42,0.0,0.33,0.22,0.032520325203252,0.0167597765363128,0.1986644407345576,0.0416107731872177,0.0248020416141567,0.0145063314092296,0.024186384298962,0.0009074410163339,0
60,0.0986764787739837,0.73,0.0023042616401408,0.0027722407924192,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0055865921787709,0.2153589315525876,0.0691953389372707,0.0071736315673817,0.0172383571579679,0.0022783296174382,0.028130671506352,0
61,0.0816981863285151,1.0,0.0013499302705957,0.0016240915084792,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0027932960893854,0.0517529215358931,0.0066654206462429,0.0109574863090316,0.0161068633080479,0.0013347382360567,0.0045372050816696,0
62,0.0425129469194681,0.91,0.0,0.0,0.0,0.0810330098026591,0.0,0.0,0.0,0.3666666666666667,0.056910569105691,0.0,0.1368948247078464,0.0861991803078301,0.003162701042232,0.0145063314092296,0.0770129848658426,0.0009074410163339,0
63,0.0003754632901926,0.09,0.0171290245815776,0.0206078076604618,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0027932960893854,0.0517529215358931,0.0,0.0,0.0348151953821511,0.0169362555632575,0.0,2
64,0.1010279817299037,1.0,0.0384921809061539,0.0,0.0838951111111111,0.0340696871961662,1.0,0.0,1.0,0.0533333333333333,0.032520325203252,0.1703910614525139,0.0601001669449081,0.072711797841861,0.0427583045933046,0.0145063314092296,0.0704384917538581,0.0009074410163339,1
65,0.0923198590148473,1.0,0.0084081079830022,0.0079784108681652,0.003872,0.0,0.58,0.33,0.17,0.0,0.0,0.0307262569832402,0.0584307178631051,0.0153278256076123,0.0117517934733315,0.0223690048052222,0.008313483638569,0.0009074410163339,4
66,0.0425271252535033,0.88,0.0,0.0,0.0,0.0192718236823944,0.0,0.0,0.0,0.0866666666666666,0.008130081300813,0.0,0.0484140233722871,0.0028798449887503,0.0023481075687434,0.0145063314092296,0.0183157539033028,0.0,0
67,0.082775739715194,1.0,0.0,0.0,0.0,0.0081233064069765,0.0,0.0,0.0,0.2799999999999999,0.048780487804878,0.0,0.0818030050083472,0.0106467713481546,0.004618472765499,0.0145063314092296,0.0077203114496749,0.0009074410163339,0
68,0.2095515760531089,1.0,0.0053732118776734,0.0046760096905762,0.00324,0.0,0.67,0.08,0.58,0.0,0.0,0.0223463687150838,0.1986644407345576,0.1355804286467981,0.0131090129977654,0.0191145093535616,0.0053127420725218,0.0235934664246823,1
69,0.0892415851587501,1.0,0.0278079518233948,0.0334555490815419,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.0111731843575419,0.0550918196994991,0.0320144443734685,0.0120868447734811,0.0474765632083169,0.0274950027964983,0.0009074410163339,0
70,0.288170963402044,1.0,0.0085461597644514,0.0,0.0186266666666666,0.0132676499096997,0.92,0.0,0.83,0.22,0.032520325203252,0.0307262569832402,0.2070116861435726,0.0253977210444174,0.0285432296668032,0.0145063314092296,0.0210594273045505,0.0009074410163339,1
71,0.1570339765395833,0.91,0.0922371464513249,0.0408252936305927,0.1270746666666666,0.5790858220077091,0.67,0.5,0.58,0.5533333333333332,0.2195121951219512,0.0921787709497206,0.2320534223706177,0.5566219676555179,0.0144887437814282,0.0547393998005379,0.641556651573237,0.0,3
72,0.0344486255943085,1.0,0.0,0.0,0.0,0.0312778376149118,0.0,0.0,0.0,0.0866666666666666,0.024390243902439,0.0,0.2320534223706177,0.0179501859961499,0.0018451379802767,0.0145063314092296,0.0297261528448675,0.0,0
73,0.0949932626657158,1.0,0.0145576317247479,0.012342114140268,0.0093697777777777,0.0,0.5,0.1,0.4,0.0,0.0,0.0223463687150838,0.0734557595993322,0.0175274853967194,0.0081506463937944,0.0266694067514884,0.0143938010078685,0.0009074410163339,0
74,0.0279538983591991,0.91,0.0161489996751602,0.0126747830353583,0.0122355555555555,0.0,0.27,0.09,0.18,0.0,0.0,0.0195530726256983,0.1986644407345576,0.0257322933005898,0.0022970645972362,0.026997249841337,0.0159672597985311,0.0009074410163339,0
75,0.3077449412229286,1.0,0.0114574821924417,0.0061210095372443,0.0138831111111111,0.0,0.83,0.17,0.75,0.0,0.0,0.0391061452513966,0.1986644407345576,0.039234659556464,0.028288669206338,0.0205385475535676,0.0113285403730089,0.0027223230490018,1
76,0.0907224333802093,1.0,0.0123596108204048,0.0148697598822411,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.047486033519553,0.3656093489148581,0.058356341337043,0.0081624255410653,0.0291603856266432,0.0122205164993404,0.0036297640653357,4
77,0.030394672307193,1.0,0.0065253426977438,0.0,0.0142222222222222,0.0,0.75,0.0,0.67,0.0,0.0,0.0223463687150838,0.0484140233722871,0.0283688488585112,0.0024891955771657,0.0145063314092296,0.0064519068812409,0.0036297640653357,1
78,0.0633151885665914,1.0,0.0,0.0,0.0,0.000813158012534,0.0,0.0,0.0,0.0533333333333333,0.008130081300813,0.0,0.0383973288814691,0.0005772702216102,0.1078798437980368,0.0145063314092296,0.0007728174711186,0.0,0
79,0.3462569723270427,1.0,0.0079254365403285,0.0095350363396608,0.0,0.098052684917075,0.58,0.58,0.0,0.2799999999999999,0.056910569105691,0.0195530726256983,0.2320534223706177,0.0320294281633737,0.0327643525310311,0.0239030493517483,0.101024562812741,0.0,4
80,0.0009116143661181,0.91,0.0049929067485705,0.0009864761262228,0.0090951111111111,0.0,0.67,0.17,0.58,0.0,0.0,0.0363128491620111,0.1652754590984975,0.0070542105632564,0.0015904466403974,0.0154784973858381,0.0049367168745995,0.0009074410163339,1
81,0.0042839573725761,0.27,0.0,0.0,0.0,0.063332131876282,0.0,0.0,0.0,0.1133333333333333,0.040650406504065,0.0,0.3155258764607679,0.0022982373542727,0.0021554530711574,0.0145063314092296,0.060190242539277,0.0,2
82,0.0001990217999762,0.64,0.0027131151435463,0.0006918335428869,0.00466,0.0,0.42,0.17,0.25,0.0,0.0,0.0139664804469273,0.3989983305509182,0.0041412435126104,0.0013026428087455,0.0151881289854634,0.0026825819079659,0.0009074410163339,2
83,0.0022296743079135,0.55,0.008075111588458,0.0,0.0176,0.0,0.5,0.0,0.42,0.0,0.0,0.0335195530726257,0.0383973288814691,0.0143057734119745,0.0018429130302366,0.0145063314092296,0.0079842347655356,0.0009074410163339,2
84,0.1016302983646604,1.0,0.1002374205157182,0.1107753074304639,0.0177893333333333,0.0062337164206366,1.0,1.0,0.33,0.0533333333333333,0.008130081300813,0.1396648044692737,0.2988313856427379,0.0970214197219797,0.0077841840342558,0.123674695518148,0.1050338180731622,0.0,4
85,0.0070849660297618,1.0,0.025444758182015,0.0306124076175289,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0614525139664804,0.5492487479131887,0.0251418136852473,0.002242749640376,0.0446746652966242,0.0251584043950389,0.0009074410163339,4
86,0.371259676712979,1.0,0.0327037940993365,0.0354537704314759,0.0070506666666666,0.1193536910648721,1.0,0.83,1.0,0.5,0.1869918699186992,0.0642458100558659,0.3656093489148581,0.0904916418054047,0.0245563809538517,0.0494457976971198,0.145768335412057,0.0,3
87,0.4296166493550958,1.0,0.0460446533279145,0.0323537673648379,0.0417435555555555,0.1114030720104138,1.0,0.75,1.0,0.5,0.1707317073170731,0.1675977653631285,0.4490818030050084,0.0595719998706662,0.0271519814946978,0.0463907643023361,0.1514028663402808,0.0,3
88,0.2120086288290691,1.0,0.0009176263168702,0.0011039896960961,0.0,0.0022114164160331,0.08,0.08,0.0,0.0533333333333333,0.008130081300813,0.0027932960893854,0.1485809682804674,0.0211713065155038,0.0126814299518324,0.0155943062649218,0.0030090080717387,0.0063520871143375,0
89,0.3208646263168784,1.0,0.0,0.0,0.0,0.0576455416007863,0.0,0.0,0.0,0.2799999999999999,0.1138211382113821,0.0,0.2153589315525876,0.0296168408335088,0.0374888376219681,0.0145063314092296,0.0547857624157874,0.0,0
90,0.492631992413016,1.0,0.1039990766640082,0.0281598331748903,0.1756551111111111,0.0078651239646979,1.0,0.25,0.92,0.0533333333333333,0.008130081300813,0.1284916201117318,0.2988313856427379,0.1263665807858918,0.1286158546536989,0.0422576687116564,0.1103036146405058,0.0009074410163339,1
91,0.1038174376704682,1.0,0.0210450458680612,0.0055665613787604,0.035784,0.0919850793035905,0.91,0.09,0.82,0.3666666666666667,0.1707317073170731,0.047486033519553,0.1318864774624374,0.0602588883447407,0.0119193191234063,0.01999214240382,0.1082299314444569,0.0,1
92,0.0693940180033334,1.0,0.000930880919225,0.0011199362139286,0.0,0.0105152596006424,0.08,0.08,0.0,0.0533333333333333,0.008130081300813,0.0027932960893854,0.0584307178631051,0.0086913867655281,0.0040907669677634,0.0156100214572818,0.0109140053558892,0.0,0
93,0.0686714480910186,1.0,0.0082708718693903,0.0099506271274801,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0055865921787709,0.0784641068447412,0.0,0.0,0.0243126114418689,0.0081777919719729,0.0,0
94,0.1223269901917435,1.0,0.0043503644098021,0.0052338924836701,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0083798882681564,0.0784641068447412,0.0,0.0,0.0196642993139714,0.0043014056688873,0.0,0
95,0.0598525243210941,1.0,0.0,0.0,0.0,0.0025587004406921,0.0,0.0,0.0,0.0533333333333333,0.008130081300813,0.0,0.0383973288814691,0.0029932091886908,0.0380349974170947,0.0145063314092296,0.0024317640279577,0.0009074410163339,0
96,0.0850679037175591,1.0,0.0150784356388116,0.0181407586862522,0.0,0.0,0.67,0.67,0.0,0.0,0.0,0.0307262569832402,0.1986644407345576,0.0082239319515124,0.0050930415211014,0.0323839342379642,0.0149087438258275,0.0,4
97,0.1840909639901823,1.0,0.0,0.0,0.0,0.0363615071829665,0.0,0.0,0.0,0.3333333333333333,0.048780487804878,0.0,0.1318864774624374,0.0,0.0,0.0145063314092296,0.0345576229884668,0.0,0
98,0.0002473331603926,0.36,0.0016109439785055,0.0,0.0035111111111111,0.0,0.25,0.0,0.17,0.0,0.0,0.0083798882681564,0.2320534223706177,0.0042944330488779,0.0015938495051645,0.0145063314092296,0.0015928145113063,0.0018148820326678,2
99,0.0,0.0,0.0,0.0,0.0,0.0019061374230676,0.0,0.0,0.0,0.0933333333333333,0.008130081300813,0.0,0.0984974958263773,0.0027211351088335,0.0038553149017599,0.0145063314092296,0.0018115744789984,0.0009074410163339,2
100,0.0002562602596,0.67,0.0004078339186089,0.0004906620871538,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0027932960893854,0.0484140233722871,0.0005222639402478,0.0007971865114105,0.0149898757895373,0.0004032441800775,0.0009074410163339,2
101,0.0012282638262387,0.27,0.0274529323972457,0.0,0.0598346666666666,0.0,1.0,0.0,1.0,0.0,0.0,0.0335195530726257,0.0651085141903172,0.0140404026065485,0.0007170883099685,0.0145063314092296,0.0271439787377408,0.0,1
102,0.1858832104369342,1.0,0.0575820709684036,0.0377910392836333,0.0570395555555555,0.0,0.92,0.92,0.83,0.0,0.0,0.2094972067039106,0.1886477462437396,0.1808462607952291,0.0275344111427592,0.0517491613527154,0.0569340457851507,0.0027223230490018,3
103,3.25576559327926e-05,0.09,0.0079519457450381,0.0,0.0173315555555555,0.0,1.0,0.0,1.0,0.0,0.0,0.0865921787709497,0.1485809682804674,0.0,0.0,0.0145063314092296,0.0078624550231522,0.0,1
104,0.0452693200806169,1.0,0.0,0.0,0.0,0.019524066019181,0.0,0.0,0.0,0.0533333333333333,0.008130081300813,0.0,0.1318864774624374,0.0441014339486939,0.0028116824535597,0.0145063314092296,0.0185554825683589,0.0018148820326678,0
105,0.1282109988163716,1.0,0.0164764903118033,0.0198227483210156,0.0,0.0203631059199303,0.25,0.25,0.0,0.22,0.048780487804878,0.0111731843575419,0.1318864774624374,0.0105032424132734,0.0134410540713902,0.0340415243736589,0.0356439628095957,0.0,0
